id,loan_status,int_rate,addr_state,num_actv_rev_tl,num_sats,emp_length,funded_amnt,last_pymnt_amnt,annual_inc,avg_cur_bal
395,Fully Paid,7.02,NJ,6,10,1,15000,14170.77,165000,2260
396,Fully Paid,8.19,FL,7,12,1,8000,7867.3,150000,3358
397,Fully Paid,15.57,CT,4,12,1,4000,4005.71,102500,14863
398,Fully Paid,17.97,PA,5,11,10,30000,30064.39,85917,29706
399,Fully Paid,13.9,CA,6,15,10,12000,12134.37,186500,36238
400,Fully Paid,11.71,MO,2,5,1,3000,3003.22,16800,2115
401,Charged Off,11.71,CO,3,10,10,3200,0,36000,3730
402,Fully Paid,15.57,MI,4,18,10,22625,22771.78,145000,14288
403,Fully Paid,7.02,IL,3,9,2,4000,4002.42,42000,2659
404,Fully Paid,8.19,MI,3,9,9,12000,29.29,114000,25034
405,Fully Paid,15.57,NV,2,12,1,35000,35123.82,90000,5202
406,Charged Off,28.8,OH,4,21,10,15175,479.84,98000,18651
407,Fully Paid,16.4,MN,7,14,10,14000,14363.08,71400,3468
408,Fully Paid,15.57,PA,4,10,10,12000,11403.92,150000,10047
409,Fully Paid,12.4,IL,2,9,6,14000,14015.91,44000,5118
410,Fully Paid,17.97,WA,5,14,10,16800,16714.81,125000,25464
411,Fully Paid,8.19,FL,3,6,9,25000,25143.47,150000,8482
412,Fully Paid,11.71,MD,1,5,5,10000,10032.53,60000,15188
413,Fully Paid,13.9,FL,5,8,10,16000,16264.91,150000,43977
414,Fully Paid,11.02,TX,6,13,10,22000,22388.23,66000,22504
415,Fully Paid,17.19,NY,3,16,1,35000,35584.05,85500,2690
416,Fully Paid,11.02,NV,1,3,3,11200,11224,59000,12174
417,Fully Paid,8.81,CA,3,11,1,5800,5825.55,83000,668
418,Fully Paid,28.8,FL,7,8,1,18675,18755.08,40000,26041
419,Fully Paid,11.71,GA,3,11,10,12000,12020.92,47000,1987
420,Fully Paid,20,AR,4,10,2,30000,30089.33,75000,5636
421,Fully Paid,11.02,CA,4,10,10,25000,25418.5,150000,20724
422,Fully Paid,15.57,CA,6,15,2,6000,6059.69,18000,34363
423,Charged Off,17.97,CA,1,16,4,10000,361.38,80000,17376
424,Fully Paid,10.33,TX,2,8,4,4800,38.68,56000,4676
425,Fully Paid,7.56,PA,1,5,10,9400,3754.35,65000,24736
426,Fully Paid,14.74,NY,8,9,1,16000,16034.72,78000,2855
427,Fully Paid,20,FL,10,10,9,4000,4028.89,140000,9919
428,Fully Paid,11.02,MD,3,6,6,4200,4203.86,35000,1951
429,Charged Off,12.4,KS,3,8,10,20500,0,110000,19265
430,Fully Paid,17.97,KY,0,8,10,32000,32479.2,82500,7143
431,Fully Paid,20,NY,1,7,10,10000,10133.33,57000,15906
432,Fully Paid,17.97,TX,4,19,10,7000,6932.31,69000,9544
433,Fully Paid,13.9,MN,3,11,5,20000,17459.32,87000,3733
434,Fully Paid,16.4,AZ,2,10,10,15000,184.5,110000,41620
435,Charged Off,20,WA,6,9,6,5525,205.33,71000,27114
436,Fully Paid,15.57,WA,6,7,3,4000,4077.28,19000,1043
437,Fully Paid,12.4,CA,2,7,5,12000,12238.33,60000,1359
438,Fully Paid,8.19,GA,4,6,10,6000,5894.94,46000,22097
439,Fully Paid,13.08,ID,1,10,10,10000,10109.04,144000,2434
440,Fully Paid,13.9,NY,5,14,8,10000,8131.02,180000,34359
441,Fully Paid,11.02,CA,7,13,3,15000,14987.76,180000,8873
442,Fully Paid,8.19,NV,3,11,10,9500,9348.66,102000,1279
443,Fully Paid,20,TX,2,7,10,12000,12093.42,91000,49098
444,Fully Paid,14.74,MN,4,16,10,35000,35076.81,85000,23617
445,Charged Off,10.33,VA,7,12,3,23000,0,95000,2325
446,Charged Off,13.9,TX,5,8,6,20000,682.59,54000,4543
447,Fully Paid,8.81,WA,1,2,6,3000,3034.2,0,8873
448,Fully Paid,20,IL,5,15,1,12800,13169.41,82000,19031
449,Fully Paid,7.56,CO,2,13,1,20000,20059.85,89000,30429
450,Fully Paid,14.74,IN,3,12,1,25000,25184.25,50000,3219
451,Charged Off,11.02,MO,5,9,5,30000,982.45,140000,7394
452,Fully Paid,22.5,SC,8,13,1,10000,10033.13,26000,1802
453,Fully Paid,11.71,OH,3,14,5,1200,5.72,30000,3275
454,Fully Paid,16.4,MI,4,12,1,1500,1520.5,135000,14766
455,Fully Paid,20,OK,2,4,1,1000,1007.78,50000,38652
456,Fully Paid,14.74,IN,4,14,1,28000,78.96,130000,4925
457,Fully Paid,22.5,IN,5,15,1,8000,8056.66,76000,14124
458,Fully Paid,15.57,CA,4,11,8,7050,39.64,55000,29301
459,Fully Paid,22.5,PA,1,7,6,4200,4325.92,44000,16083
460,Charged Off,7.56,CA,4,21,10,12000,0,72000,3045
461,Fully Paid,8.19,TX,4,12,10,9600,9442.28,97600,16389
462,Fully Paid,14.74,OR,3,6,5,10000,10183.55,67800,45993
463,Fully Paid,14.74,AZ,4,20,10,26400,26946.22,155000,16241
464,Fully Paid,17.19,MA,3,6,5,6025,67.63,48000,25265
465,Fully Paid,10.33,FL,7,14,3,35000,35585.6,72000,40773
466,Fully Paid,20,WV,6,9,6,5000,5014.39,54000,1625
467,Fully Paid,12.4,TX,5,7,1,29000,29012.95,120000,38230
468,Fully Paid,6.46,NY,1,8,6,35000,35286.37,125000,29120
469,Fully Paid,12.4,WA,5,13,10,12000,6418.44,120000,21117
470,Fully Paid,20,FL,1,11,7,30000,30088.33,69525,29821
471,Fully Paid,28.8,NJ,4,9,10,10000,10176,32000,602
472,Charged Off,17.97,AZ,2,2,1,13150,475.21,55000,4295
473,Fully Paid,7.02,WA,2,6,10,4200,4250.25,100000,6697
474,Fully Paid,12.4,OK,2,10,2,3500,3542.08,50000,15194
475,Charged Off,7.56,ID,2,11,1,8000,0,72000,8873
476,Charged Off,22.5,CA,3,6,1,25000,961.25,190000,22532
477,Fully Paid,20,PA,4,7,6,2650,2707.15,63000,6360
478,Fully Paid,11.02,PA,1,17,1,16500,16526.16,100000,5702
479,Fully Paid,12.4,CA,0,4,10,2400,2420.67,50000,14773
480,Fully Paid,7.56,FL,3,4,2,3000,2018.9,90000,7358
481,Fully Paid,6.46,FL,2,15,10,21000,21019.35,150000,48341
482,Fully Paid,12.4,MO,4,7,1,7800,7703.89,44000,2297
483,Fully Paid,6.46,TX,2,9,1,10550,10641.86,78000,28730
484,Fully Paid,11.02,KY,8,11,9,5500,5508.72,62000,9626
485,Fully Paid,8.81,IL,3,6,1,20000,20189.81,40000,21569
486,Fully Paid,12.4,NJ,7,9,10,6000,6022.73,70000,3648
487,Fully Paid,14.74,IL,6,8,6,8400,8417.82,32000,6534
488,Fully Paid,13.9,AK,4,19,1,18000,18036,95000,26838
489,Fully Paid,7.56,FL,0,20,6,6000,6006.45,55635,7457
490,Fully Paid,17.19,NJ,2,2,6,9000,9090.25,24552,4251
491,Fully Paid,17.19,FL,5,20,6,10000,10023.88,66400,2982
492,Charged Off,20,FL,6,16,2,12000,0,60000,4608
493,Fully Paid,11.02,NJ,8,16,10,9600,9652.9,55000,3339
494,Fully Paid,12.4,OH,2,7,3,2400,2421.49,20000,3608
495,Fully Paid,6.46,SC,5,15,2,12000,12010.83,62000,1980
496,Fully Paid,13.9,AZ,3,13,3,32250,32329.16,125000,26507
497,Charged Off,20,MS,5,7,10,30000,794.82,52000,23492
498,Fully Paid,16.4,MN,8,11,10,10000,10214.05,72000,12188
499,Fully Paid,10.33,OR,2,3,6,5000,5007.17,24000,25139
500,Fully Paid,8.19,HI,3,12,10,6000,6075.57,69000,2561
501,Fully Paid,12.4,FL,6,11,3,32000,32056.76,149739,3854
502,Fully Paid,11.02,CA,1,6,7,16000,16025.37,62000,8873
503,Charged Off,7.56,ID,2,8,1,9500,0,72000,8873
504,Charged Off,16.4,CA,9,16,7,28000,700,65000,21686
505,Charged Off,13.9,CT,6,10,1,35000,0,185000,32075
506,Charged Off,11.71,FL,7,15,10,17000,562.3,75000,3438
507,Fully Paid,28.8,OK,5,5,10,30000,30408,121800,3010
508,Charged Off,11.71,MO,2,3,6,1925,0,115800,45658
509,Fully Paid,20,MD,2,9,2,6700,6844.48,105000,42805
510,Fully Paid,20,GA,2,8,10,5000,25,34000,6669
511,Charged Off,15.57,NE,5,8,10,20000,481.81,95000,20595
512,Charged Off,8.19,NY,3,7,10,30750,0,61519,579
513,Fully Paid,11.71,OR,2,7,2,4900,4909.85,52000,12911
514,Fully Paid,11.71,CA,3,13,10,24000,24040.44,185000,33608
515,Fully Paid,13.9,KS,3,8,7,5000,5050.19,120000,33365
516,Charged Off,20,FL,3,12,8,28000,757.39,51000,13377
517,Fully Paid,12.4,NJ,6,9,6,10000,10180.73,57996,1494
518,Fully Paid,15.57,TX,2,12,3,8000,8191.78,79000,3032
519,Charged Off,17.97,CT,4,8,3,10000,0,85000,4056
520,Fully Paid,8.19,IL,9,13,10,25000,25303.77,72000,22172
521,Fully Paid,8.81,GA,8,15,10,4000,4038.92,71000,14201
522,Fully Paid,7.02,NY,3,22,8,3000,2943.11,87000,8474
523,Fully Paid,11.71,FL,4,10,8,7000,7011.79,51000,2055
524,Fully Paid,14.74,MN,4,15,6,36000,36079.01,117996,14383
525,Fully Paid,15.57,CA,13,13,10,7500,7629.04,54000,1387
526,Charged Off,17.97,IN,6,17,7,16750,605.31,162000,26330
527,Fully Paid,16.4,TX,4,9,6,4000,4060.01,48000,2016
528,Fully Paid,7.02,OH,3,7,10,30000,30272.46,145000,8873
529,Charged Off,8.81,MD,7,10,10,5000,0,73000,10845
530,Fully Paid,20,CA,8,23,10,11200,11256,95000,12544
531,Fully Paid,8.19,FL,1,12,1,7200,7208.41,60000,3774
532,Fully Paid,12.4,TX,5,15,1,8000,8144.58,89000,8339
533,Fully Paid,8.19,VA,4,10,8,30000,30151.86,110000,8873
534,Fully Paid,22.5,KS,3,8,8,20000,20200,60000,4079
535,Fully Paid,15.57,FL,2,2,6,15650,15686.28,7716,1657
536,Charged Off,10.33,NJ,8,10,2,6000,194.54,35000,1028
537,Fully Paid,12.4,WI,4,11,8,18000,140.69,110000,15900
538,Fully Paid,28.8,FL,6,9,10,18000,18216,63000,5814
539,Charged Off,8.19,IL,5,9,5,12000,0,72000,42429
540,Fully Paid,12.4,IN,7,10,7,6000,6088.25,69000,23290
541,Fully Paid,17.19,UT,10,16,9,11000,11027.21,60000,17659
542,Fully Paid,12.4,CO,8,21,4,15000,15006.7,150000,44274
543,Charged Off,14.74,AL,1,7,10,6000,207.23,85000,1470
544,Charged Off,10.33,CO,1,1,1,3000,97.27,20000,665
545,Fully Paid,28.8,OH,4,15,4,20000,20098.88,72000,4506
546,Charged Off,22.5,NJ,6,11,10,25000,697.6,108000,6318
547,Charged Off,17.19,IL,6,12,6,4800,0,69000,17099
548,Fully Paid,16.4,NY,6,13,6,14000,14082.91,42000,2990
549,Fully Paid,13.9,PA,9,21,5,1000,1015.36,72000,21231
550,Charged Off,12.4,CA,7,12,6,12000,1460.23,72000,7383
551,Fully Paid,17.97,NV,5,7,7,20000,20648.33,45000,24467
552,Fully Paid,11.02,IL,3,6,6,10000,10015.86,24000,1854
553,Charged Off,15.57,MI,5,15,10,3600,0,69000,3087
554,Fully Paid,8.19,MA,3,9,8,9000,1266.04,105000,21497
555,Fully Paid,11.02,OH,8,14,7,15000,15023.65,75000,2653
556,Fully Paid,20,OH,9,26,1,10000,10044.44,75000,10613
557,Fully Paid,20,MI,8,13,3,15000,15124.63,55000,5586
558,Fully Paid,20,MS,13,16,10,4800,4877.33,42000,2145
559,Charged Off,13.9,IL,2,6,10,12000,409.55,72000,14771
560,Charged Off,13.08,CA,11,16,10,12000,0,187000,26410
561,Charged Off,17.97,CA,12,22,10,10000,361.38,145000,3032
562,Fully Paid,22.5,NY,2,4,3,1000,858.76,40000,3744
563,Fully Paid,22.5,NJ,7,14,10,18400,18880.28,104000,18909
564,Charged Off,29,TX,2,7,1,12000,0,20000,18459
565,Fully Paid,11.02,CA,3,11,10,21000,21128.57,143000,43308
566,Fully Paid,11.71,VA,4,8,7,6500,6516.91,91800,9220
567,Fully Paid,16.4,CA,6,10,7,12000,6418.44,45000,3744
568,Fully Paid,22.5,MI,10,22,10,20000,20125,87000,6173
569,Fully Paid,17.19,IN,5,20,3,25000,25073.77,60000,2921
570,Fully Paid,20,MO,3,8,10,25000,25746.72,160000,25791
571,Charged Off,29,GA,7,11,3,20000,634.84,62000,21884
572,Fully Paid,15.57,GA,5,8,4,6500,6528.11,68000,23489
573,Fully Paid,28.92,TX,4,15,4,4500,340.47,63000,5917
574,Fully Paid,17.97,FL,4,11,4,10500,10806.02,73000,2738
575,Fully Paid,16.4,NY,1,4,1,12000,6418.44,72000,995
576,Charged Off,15.57,NY,9,11,10,15725,549.52,70000,2026
577,Fully Paid,15.57,FL,4,11,3,10000,5125.43,32000,6449
578,Fully Paid,20,WI,3,9,10,14000,14109.5,93000,12411
579,Charged Off,10.33,NY,7,11,1,4200,0,100000,26867
580,Charged Off,11.71,FL,6,8,6,5000,165.38,52000,2375
581,Fully Paid,25.34,CA,7,11,2,12950,13018.39,36000,2192
582,Fully Paid,17.19,GA,5,11,3,10000,10032.58,79000,13906
583,Fully Paid,17.97,MO,4,12,3,15000,15119.8,50000,9298
584,Fully Paid,13.08,CO,0,4,2,4800,4848.83,0,41914
585,Fully Paid,8.19,IL,9,21,9,24000,24039.2,97000,7361
586,Fully Paid,22.5,CA,11,12,6,15000,15215.07,72000,8873
587,Fully Paid,12.4,MD,8,20,6,2400,2433.68,120000,8631
588,Charged Off,15.57,FL,9,12,7,4000,160.55,91000,4377
589,Fully Paid,17.97,GA,10,17,6,5600,5582.3,19650,828
590,Charged Off,13.56,HI,7,9,10,10000,339.65,70000,5389
591,Fully Paid,29,OR,5,7,3,10000,10026.58,90000,4559
592,Fully Paid,7.56,TX,8,18,7,9000,9030.24,85000,15202
593,Fully Paid,11.71,MA,2,10,2,10200,10377.31,89000,11693
594,Fully Paid,17.97,KY,3,8,10,5000,5111.99,45000,2912
595,Fully Paid,8.81,NJ,4,21,1,10000,10114.01,107000,3100
596,Fully Paid,7.02,FL,4,11,1,20000,20142.44,72000,8873
597,Fully Paid,16.91,CA,3,12,10,20000,20402.65,70000,28048
598,Fully Paid,8.81,HI,1,1,10,5000,5036.71,70000,826
599,Fully Paid,20,TX,2,4,10,4000,4006.74,80000,11965
600,Fully Paid,15.57,MN,8,12,8,32000,32800.82,80000,14387
601,Fully Paid,12.4,NH,6,13,4,6200,6215.33,46000,2414
602,Fully Paid,25,VA,1,12,8,20000,20045.83,110000,3440
603,Charged Off,6.46,NC,5,12,10,9400,287.93,54000,6699
604,Fully Paid,17.19,GA,2,5,2,6000,6009.45,69000,14392
605,Fully Paid,10.33,MO,4,9,10,4800,4812.4,78000,1805
606,Fully Paid,17.19,IN,5,11,8,15000,15078.79,55000,4533
607,Charged Off,14.74,NC,9,13,6,4800,0,70000,5798
608,Fully Paid,17.97,TN,3,8,1,15000,15157.24,33000,7099
609,Fully Paid,13.08,WI,6,9,3,18000,189.66,20000,10380
610,Fully Paid,17.97,CA,6,12,10,30000,30049.42,158000,7321
611,Charged Off,8.19,CA,1,2,10,15000,0,120000,8873
612,Fully Paid,28.8,VA,6,13,10,1000,1011.2,72300,25788
613,Fully Paid,20,AL,3,7,4,16500,16956.53,43700,4399
614,Charged Off,28.8,CA,9,13,10,5000,208.99,80000,40567
615,Charged Off,22.5,MD,1,2,3,15000,576.75,60000,6838
616,Fully Paid,14.74,GA,1,2,1,8000,8010.81,64000,143
617,Fully Paid,17.19,NJ,7,18,4,2500,2484.91,80000,11293
618,Fully Paid,22.5,GA,1,6,1,10000,10020.63,40000,28729
619,Charged Off,20,TX,3,4,4,10000,371.64,120000,3982
620,Fully Paid,13.08,MI,6,9,1,6000,5945.63,75000,3426
621,Charged Off,8.19,OH,8,10,2,5400,0,58000,11621
622,Fully Paid,12.4,SC,1,8,3,4500,4505.04,63000,25999
623,Fully Paid,12.4,MO,1,12,1,5000,5005.68,100000,1040
624,Charged Off,13.08,CA,2,11,2,15000,505.99,95000,2773
625,Fully Paid,11.02,CA,3,14,5,8400,8322.45,50000,4633
626,Fully Paid,28.8,PA,3,11,6,1200,1203.17,20000,1764
627,Fully Paid,15.57,TX,7,25,5,4000,36.33,72000,12536
628,Fully Paid,15.57,TX,3,15,10,25000,25399.22,108000,4843
629,Fully Paid,8.19,NC,1,8,8,21000,21015.77,88000,34927
630,Fully Paid,12.4,WA,2,6,9,3000,3042.1,47000,1552
631,Fully Paid,17.19,NJ,6,9,2,32000,32050.42,160000,7375
632,Fully Paid,8.19,TX,7,13,4,15000,14763.3,82000,2802
633,Fully Paid,20,TX,4,9,2,20000,20244.44,93000,4782
634,Fully Paid,15.57,PA,4,6,6,5000,5007.14,25572,1496
635,Charged Off,13.08,TN,2,8,10,10000,354.2,110000,11749
636,Fully Paid,25,WY,5,6,1,2900,2906.65,25000,431
637,Fully Paid,11.02,AZ,3,17,1,8400,6290.35,100000,4003
638,Fully Paid,15.57,CT,5,10,10,30000,29783.59,110000,4052
639,Fully Paid,20,MO,4,7,1,6600,6658.67,40000,4065
640,Fully Paid,20,CA,10,12,10,2000,2020,87500,28907
641,Fully Paid,16.4,WA,4,11,4,32000,32740.14,75000,23919
642,Fully Paid,7.56,IL,1,10,10,5000,5057.1,67000,19505
643,Fully Paid,17.97,CA,9,16,1,10000,10016.47,95000,3240
644,Fully Paid,17.19,NY,7,13,10,24000,24219.6,72000,26264
645,Fully Paid,22.5,NY,7,14,5,10000,10020.63,37500,2590
646,Charged Off,17.97,OH,1,6,6,1000,0,21456,3830
647,Fully Paid,15.57,NJ,4,26,7,15000,15021.41,120000,1482
648,Fully Paid,11.71,CA,8,15,10,12000,11856.87,90000,2115
649,Charged Off,11.02,NJ,10,19,6,9600,0,72000,19732
650,Fully Paid,6.46,TX,8,21,10,25000,25023.44,117000,2698
651,Fully Paid,13.08,TX,4,11,7,10000,10011.99,117000,24521
652,Fully Paid,16.4,TX,8,10,6,19000,19362.4,41000,1898
653,Fully Paid,11.02,MN,4,7,1,14000,14023.88,65000,1936
654,Fully Paid,15.02,KY,0,2,2,12000,12040.95,105000,3746
655,Fully Paid,7.56,CO,1,6,4,7000,7065.6,100000,39390
656,Fully Paid,6.46,CO,0,4,9,7200,7247.8,55000,5854
657,Fully Paid,20,PA,8,17,10,12000,2792.17,51000,4088
658,Fully Paid,8.81,CA,9,15,5,6000,5903.74,56000,3266
659,Fully Paid,7.56,CA,2,3,10,8000,8013.44,66086,18858
660,Fully Paid,13.9,CO,5,20,6,15000,40.06,27043,486
661,Fully Paid,8.19,NV,2,6,6,4000,113.99,45000,4857
662,Fully Paid,13.08,NV,13,16,10,6000,6050.14,105000,25453
663,Fully Paid,28.8,OR,7,13,4,22000,22510.4,72000,18669
664,Fully Paid,8.81,NC,8,20,10,14500,14599.36,49000,4896
665,Charged Off,12.4,MD,6,14,10,25000,561.18,75000,20152
666,Fully Paid,15.57,NY,11,11,2,15000,15136.24,55000,1323
667,Fully Paid,11.02,CA,4,11,9,30000,30594.61,105000,24107
668,Fully Paid,15.57,VA,4,11,1,10000,10014.27,60000,4051
669,Fully Paid,16.4,FL,4,10,10,5000,5007.52,51000,1695
670,Fully Paid,13.9,TX,0,4,1,9000,4103.34,155000,8873
671,Fully Paid,14.74,WV,6,10,10,16000,16021.62,70000,4126
672,Fully Paid,14.74,FL,8,17,9,20000,20027.02,63000,18448
673,Fully Paid,13.9,CA,10,21,6,30000,297.78,98000,23836
674,Fully Paid,22.5,MD,5,5,9,15000,15030.94,55000,1790
675,Fully Paid,8.81,CO,4,8,1,13000,13010.5,75000,4345
676,Fully Paid,14.74,OR,3,6,1,7200,7209.73,81000,11394
677,Fully Paid,11.71,TX,7,14,2,5000,5059.91,125000,6036
678,Fully Paid,11.02,WI,1,2,6,20000,20024.49,50000,16
679,Fully Paid,6.46,TN,7,25,3,3200,3208.61,51000,13126
680,Fully Paid,7.02,TX,7,16,10,32000,32019.81,155000,3414
681,Fully Paid,20,WA,11,17,10,12000,12140,72000,48099
682,Fully Paid,22.5,KY,1,5,3,20000,20225,62000,1999
683,Fully Paid,13.9,LA,6,14,1,26325,26609.6,100000,15488
684,Fully Paid,11.02,MA,5,11,10,7225,7232.19,55000,2275
685,Fully Paid,28.8,VA,6,10,10,1100,1150.6,85000,1157
686,Fully Paid,15.57,CT,4,14,1,16000,16105.88,42000,4759
687,Charged Off,7.02,MS,1,16,1,24150,745.91,72000,42222
688,Charged Off,20,WI,6,14,10,30000,1264.91,140000,3709
689,Fully Paid,17.19,KY,5,9,10,11000,47.27,71000,30299
690,Fully Paid,7.56,MN,5,16,6,6000,6004.03,74000,1353
691,Fully Paid,11.71,MI,0,6,4,3600,3608.2,42000,0
692,Fully Paid,16.4,TX,4,7,7,16000,16106.62,150000,14351
693,Fully Paid,17.19,AK,1,5,10,10000,10194.65,102000,48858
694,Fully Paid,17.97,NM,7,10,10,11000,11076.87,70000,5456
695,Fully Paid,8.19,TN,1,7,10,5500,5528.78,48000,12276
696,Fully Paid,17.19,PA,3,9,7,8000,8196.84,80000,8063
697,Fully Paid,7.56,OR,5,13,6,12000,6418.44,100000,8873
698,Fully Paid,11.71,GA,2,10,1,25000,25011.75,82000,38830
699,Charged Off,16.4,FL,7,11,9,35000,1237.42,80000,17235
700,Fully Paid,6.46,TN,4,14,10,15000,15127.98,87000,645
701,Fully Paid,28.9,GA,2,6,1,20000,20052.98,45000,3342
702,Fully Paid,8.19,WV,1,10,1,1800,1815.82,33280,2206
703,Fully Paid,28.8,NY,9,20,6,12800,13178.71,25000,827
704,Fully Paid,15.57,TX,1,8,10,6500,6570.28,80000,45992
705,Charged Off,16.4,SC,9,23,5,5000,0,65000,5156
706,Fully Paid,6.46,MN,1,15,10,6000,6015.22,66000,5365
707,Fully Paid,7.02,VA,7,18,6,37000,37030.12,80000,3292
708,Fully Paid,20,CA,6,8,6,22400,22491.68,50000,1845
709,Fully Paid,11.02,IN,5,16,10,5000,5008.11,60000,5192
710,Fully Paid,25,TX,2,5,10,7625,7653.06,110000,1934
711,Fully Paid,13.9,TX,5,9,10,4500,4545.18,45000,888
712,Fully Paid,11.02,GA,2,3,1,11000,11044.62,70000,4825
713,Fully Paid,11.02,OK,5,8,6,3000,3027.56,45300,3345
714,Fully Paid,7.02,WV,2,11,5,12000,6418.44,172210,36525
715,Charged Off,14.74,CA,4,7,4,20000,690.77,110000,5606
716,Fully Paid,16.4,NC,6,23,10,8000,45.41,67000,13799
717,Charged Off,13.08,TX,5,12,6,10000,337.33,70000,5258
718,Fully Paid,20,NH,3,21,3,5000,5102.15,48000,950
719,Fully Paid,7.56,AZ,4,7,1,9000,9011.81,50000,8871
720,Fully Paid,7.56,CA,1,5,10,9000,9043.47,100000,130
721,Fully Paid,13.9,FL,4,12,10,32000,32065.48,120000,25398
722,Fully Paid,12.4,GA,3,15,7,5000,5029.28,120000,18272
723,Charged Off,28.8,TX,13,21,2,20000,835.94,93000,15676
724,Fully Paid,7.56,NC,3,8,10,6000,6021.69,60000,21674
725,Fully Paid,13.08,KY,4,13,1,12000,6418.44,130000,6559
726,Fully Paid,6.46,TX,6,19,2,8000,2027.95,90000,12135
727,Fully Paid,13.9,UT,2,18,1,10000,10017,9600,8104
728,Fully Paid,17.19,NY,5,10,8,17000,17043.02,53000,2305
729,Charged Off,11.02,CA,5,9,6,6000,196.49,31000,2377
730,Charged Off,14.74,MN,2,4,1,3500,20,35000,11440
731,Charged Off,20,TX,2,3,2,16000,0,50000,5610
732,Fully Paid,28.9,CA,6,9,3,5500,5641.13,55000,7193
733,Fully Paid,22.5,CA,7,11,10,25000,25855.8,180000,30609
734,Fully Paid,12.4,RI,3,9,7,20000,20036.51,77185,14799
735,Fully Paid,15.57,UT,3,3,1,5850,5982.82,32640,2579
736,Fully Paid,11.71,MI,4,12,1,10000,9890.03,120000,8717
737,Fully Paid,20,KY,8,20,5,9600,9911.5,58000,6705
738,Fully Paid,22.5,AZ,4,19,10,28875,29434.45,176000,12114
739,Fully Paid,11.71,NY,1,4,2,4000,4054.28,62000,8873
740,Charged Off,20,NJ,4,10,3,10000,7371.64,40000,1184
741,Fully Paid,11.71,NY,6,12,10,4000,3962.21,99000,7299
742,Fully Paid,12.4,MI,5,14,10,13000,13218.38,87000,8727
743,Fully Paid,11.02,TX,7,13,3,32000,32052.5,70000,8545
744,Charged Off,15.57,NJ,4,12,10,8000,279.57,65000,5806
745,Fully Paid,7.56,MI,1,4,1,12000,12102.63,89000,12701
746,Fully Paid,14.74,NJ,6,12,10,4000,38.41,110000,1341
747,Fully Paid,15.57,AZ,7,17,10,18000,18041.73,65000,1278
748,Fully Paid,11.71,CA,4,8,3,5600,5621.86,175500,4927
749,Fully Paid,16.4,IL,3,5,3,11000,11036.58,110000,26433
750,Fully Paid,13.08,CT,7,24,1,35000,34768.47,72000,28191
751,Fully Paid,10.33,NE,8,12,5,2800,2804.14,90000,22627
752,Fully Paid,13.08,NY,3,8,10,7000,7013.48,34000,17257
753,Fully Paid,16.4,NY,2,9,10,36000,36084.95,75000,18127
754,Fully Paid,13.9,FL,2,8,10,10000,10020,52000,8258
755,Charged Off,20,GA,6,8,1,10000,371.64,50000,3113
756,Charged Off,8.19,CA,8,15,7,30000,0,120000,1350
757,Charged Off,28.8,PA,2,7,10,20000,632.41,62000,15221
758,Fully Paid,20,TX,7,12,10,4400,63.56,97000,24813
759,Charged Off,22.5,OR,3,7,6,3000,115.35,46000,1976
760,Fully Paid,13.08,NC,2,7,6,1500,1526.47,9000,19981
761,Fully Paid,22.5,CA,3,9,5,21125,21195.77,34000,4418
762,Fully Paid,6.46,CA,7,20,3,5000,5030.41,72000,2551
763,Fully Paid,11.71,NC,3,5,6,9100,9174,22800,700
764,Fully Paid,7.56,CO,12,17,1,18000,17760.55,95000,16791
765,Fully Paid,15.57,CA,9,13,10,15000,15136.24,58000,818
766,Fully Paid,13.9,NJ,7,10,10,20000,0.01,78000,848
767,Fully Paid,28.95,IL,0,7,6,20000,32.17,39000,4558
768,Fully Paid,11.02,FL,3,5,10,10000,10036.73,40000,3468
769,Fully Paid,20,NY,6,9,8,5600,5610.15,75000,5572
770,Fully Paid,13.9,CA,4,18,5,12000,12024,89360,17909
771,Fully Paid,13.08,CA,13,10,10,7500,7573.58,91000,24352
772,Charged Off,14.74,IL,8,9,1,20000,690.77,120000,3680
773,Fully Paid,17.97,CA,7,13,10,10000,10025.86,45000,689
774,Fully Paid,8.81,CT,8,23,10,1500,1519.31,85000,9597
775,Fully Paid,22.5,TX,11,17,4,25000,25359.38,108000,10537
776,Fully Paid,7.02,WI,6,13,5,24000,24024.1,133818,7426
777,Fully Paid,7.56,AL,3,11,10,5500,5565.06,60000,5787
778,Fully Paid,12.4,GA,11,23,4,12000,6418.44,72000,19580
779,Fully Paid,17.97,OH,3,13,2,3000,1985.88,92000,12183
780,Fully Paid,8.19,MA,4,9,10,12000,6418.44,54000,8873
781,Fully Paid,6.46,WA,7,19,2,6000,6049.34,102000,16094
782,Charged Off,15.57,NY,4,8,4,12000,289.09,75000,3099
783,Fully Paid,13.08,CA,7,13,1,18000,18312.52,82500,4187
784,Charged Off,6.46,NM,4,12,10,9000,0,126000,20545
785,Fully Paid,20,GA,8,16,3,13200,13438.37,63000,17453
786,Fully Paid,11.71,KS,3,6,10,5600,68.32,55000,9921
787,Fully Paid,13.08,NC,3,4,1,20000,20303.21,120000,3343
788,Fully Paid,17.19,CA,3,10,3,20000,20305.19,63000,3746
789,Fully Paid,7.02,OH,3,12,2,3600,3634.37,25000,2217
790,Fully Paid,16.91,ND,5,13,10,2800,2806.81,120000,16514
